Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,T cell receptor signaling pathway,-3.542002e-01,-7.971669e-01,6.486486e-01,6.486486e-01,6.486486e-01,2/5,30.00%,CTLA4;PDCD1
