gene_symbol,mean_control,mean_influenza,log2_fold_change,p_value,fdr,status,probe_clean,mapped_gene_symbol,gene_description
"""ILMN_1651310""",6.672454393528118,6.636978705442118,-0.0354756880859996,0.6303987295700897,0.9317054918079688,Not Significant,ILMN_1651310,ILMN_1651310,Sonda Illumina
"""ILMN_1651315""",9.354633395631687,8.93730291740415,-0.4173304782275391,0.2054283175236075,0.7529135229503215,Not Significant,ILMN_1651315,ILMN_1651315,Sonda Illumina
"""ILMN_1651316""",7.737798314405137,8.718844998783355,0.9810466843782182,0.11719164504117,0.6633523726068431,Not Significant,ILMN_1651316,ILMN_1651316,Sonda Illumina
"""ILMN_1651325""",6.597168687797838,6.619314784725288,0.0221460969274494,0.6413528821621781,0.9353097904462386,Not Significant,ILMN_1651325,ILMN_1651325,Sonda Illumina
"""ILMN_1651328""",7.238660255957868,7.2690843560551475,0.0304241000972798,0.8712809508934911,0.9828029534904216,Not Significant,ILMN_1651328,ILMN_1651328,Sonda Illumina
"""ILMN_1651329""",6.705845664074586,6.780440532794397,0.074594868719811,0.201277773604006,0.7484414210840145,Not Significant,ILMN_1651329,ILMN_1651329,Sonda Illumina
"""ILMN_1651330""",6.419526108451211,6.4015460351225215,-0.0179800733286894,0.7183964719881191,0.9537963574336078,Not Significant,ILMN_1651330,ILMN_1651330,Sonda Illumina
"""ILMN_1651336""",6.883972341696124,6.816756158338404,-0.0672161833577194,0.6385498173165101,0.9342937067033772,Not Significant,ILMN_1651336,ILMN_1651336,Sonda Illumina
"""ILMN_1651339""",6.679003263639136,6.779684667696108,0.1006814040569716,0.2415810309855934,0.7808990071794825,Not Significant,ILMN_1651339,ILMN_1651339,Sonda Illumina
"""ILMN_1651341""",6.96365277164521,6.957056726951206,-0.006596044694004,0.9564847934917646,0.994623464821118,Not Significant,ILMN_1651341,ILMN_1651341,Sonda Illumina
"""ILMN_1651343""",7.011814738073485,6.98252495855783,-0.029289779515655,0.8152662923514848,0.9730076514433784,Not Significant,ILMN_1651343,ILMN_1651343,Sonda Illumina
"""ILMN_1651346""",7.851857496544926,7.912936200725541,0.0610787041806153,0.5776968259566094,0.9181968664408954,Not Significant,ILMN_1651346,ILMN_1651346,Sonda Illumina
"""ILMN_1651347""",11.623087036417552,10.772080591754126,-0.851006444663426,0.0006236243579008,0.1010871526203557,Not Significant,ILMN_1651347,ILMN_1651347,Sonda Illumina
"""ILMN_1651351""",6.641714549680626,6.5337315293628695,-0.1079830203177563,0.115949925576591,0.6608797564614808,Not Significant,ILMN_1651351,ILMN_1651351,Sonda Illumina
"""ILMN_1651354""",6.888720466689037,6.924775435508318,0.0360549688192808,0.7912761507442893,0.9683863574002896,Not Significant,ILMN_1651354,ILMN_1651354,Sonda Illumina
"""ILMN_1651358""",6.528380474558634,6.385356906010672,-0.1430235685479619,0.0158885496770117,0.3587988071097921,Not Significant,ILMN_1651358,ILMN_1651358,Sonda Illumina
"""ILMN_1651364""",6.814838488222594,6.74899733916123,-0.0658411490613639,0.3326564278853994,0.8305089648103352,Not Significant,ILMN_1651364,ILMN_1651364,Sonda Illumina
"""ILMN_1651365""",6.339755269195723,6.437755987063942,0.0980007178682189,0.2994943532535048,0.8126474781201481,Not Significant,ILMN_1651365,ILMN_1651365,Sonda Illumina
"""ILMN_1651369""",6.599029493475629,6.644420984356176,0.0453914908805472,0.6405932976671259,0.9350535238653748,Not Significant,ILMN_1651369,ILMN_1651369,Sonda Illumina
"""ILMN_1651370""",6.6124023221516435,6.7522064569475075,0.139804134795864,0.0412304109145468,0.4902009021435931,Not Significant,ILMN_1651370,ILMN_1651370,Sonda Illumina
"""ILMN_1651373""",6.5840159100309545,6.604927619708948,0.0209117096779936,0.7302446796546014,0.9559827505999224,Not Significant,ILMN_1651373,ILMN_1651373,Sonda Illumina
"""ILMN_1651378""",8.236106340912647,8.07085984567915,-0.1652464952334966,0.3183493375076169,0.8231565934167991,Not Significant,ILMN_1651378,ILMN_1651378,Sonda Illumina
"""ILMN_1651380""",6.759011449091295,6.812181866198043,0.0531704171067479,0.4651722926625578,0.8861924467762474,Not Significant,ILMN_1651380,ILMN_1651380,Sonda Illumina
"""ILMN_1651385""",8.245119099674934,8.153719552650857,-0.0913995470240767,0.4923317293112368,0.8977892008761864,Not Significant,ILMN_1651385,ILMN_1651385,Sonda Illumina
"""ILMN_1651388""",6.768661766937757,6.73601703771719,-0.0326447292205669,0.7254686369223928,0.9553836573565866,Not Significant,ILMN_1651388,ILMN_1651388,Sonda Illumina
"""ILMN_1651395""",6.766499503938064,6.834292070901261,0.0677925669631971,0.3022417878039407,0.8146021886827638,Not Significant,ILMN_1651395,ILMN_1651395,Sonda Illumina
"""ILMN_1651396""",6.761012596992726,6.714283505299724,-0.0467290916930025,0.47431953677576,0.8906516569455041,Not Significant,ILMN_1651396,ILMN_1651396,Sonda Illumina
"""ILMN_1651403""",6.744523723077814,6.879944402940363,0.1354206798625492,0.1370643296129116,0.6871502055355471,Not Significant,ILMN_1651403,ILMN_1651403,Sonda Illumina
"""ILMN_1651404""",6.677727167535596,6.649896892270628,-0.0278302752649679,0.681312748873263,0.9455494791163938,Not Significant,ILMN_1651404,ILMN_1651404,Sonda Illumina
"""ILMN_1651405""",10.203878762832089,9.934735811349116,-0.269142951482971,0.1358334733021595,0.6854831812020358,Not Significant,ILMN_1651405,ILMN_1651405,Sonda Illumina
"""ILMN_1651408""",6.723029769285669,6.674655954073957,-0.0483738152117121,0.5254975990304052,0.9060303567878412,Not Significant,ILMN_1651408,ILMN_1651408,Sonda Illumina
"""ILMN_1651415""",7.289972394270505,6.961242388760757,-0.3287300055097475,0.0294617546469772,0.4385529070933027,Not Significant,ILMN_1651415,ILMN_1651415,Sonda Illumina
"""ILMN_1651428""",6.647054676469187,6.6648123221993645,0.0177576457301773,0.6260289702713604,0.9302189255640672,Not Significant,ILMN_1651428,ILMN_1651428,Sonda Illumina
"""ILMN_1651429""",6.694282481177251,6.648085446793845,-0.0461970343834066,0.5828318522689049,0.9192169737773912,Not Significant,ILMN_1651429,ILMN_1651429,Sonda Illumina
"""ILMN_1651430""",6.468890749128997,6.515649124768954,0.0467583756399569,0.546096119713893,0.9096157480244978,Not Significant,ILMN_1651430,ILMN_1651430,Sonda Illumina
"""ILMN_1651433""",10.0935392878901,9.930450129096462,-0.1630891587936389,0.7018190625872116,0.9504442409542548,Not Significant,ILMN_1651433,ILMN_1651433,Sonda Illumina
"""ILMN_1651435""",6.605142067565886,6.590687047350376,-0.01445502021551,0.7994696336251965,0.9701431565488235,Not Significant,ILMN_1651435,ILMN_1651435,Sonda Illumina
"""ILMN_1651437""",6.598697216048033,6.586630455010192,-0.0120667610378415,0.8595368955919236,0.9803972790841754,Not Significant,ILMN_1651437,ILMN_1651437,Sonda Illumina
"""ILMN_1651438""",7.308445159336985,7.215355592439957,-0.0930895668970279,0.5922241643535455,0.9229123588779456,Not Significant,ILMN_1651438,ILMN_1651438,Sonda Illumina
"""ILMN_1651447""",6.587317395519075,6.591836168329135,0.0045187728100604,0.9632976738596984,0.9960840501973784,Not Significant,ILMN_1651447,ILMN_1651447,Sonda Illumina
"""ILMN_1651453""",6.832264015257121,6.820106212890911,-0.0121578023662101,0.8947865916104136,0.9867492657686374,Not Significant,ILMN_1651453,ILMN_1651453,Sonda Illumina
"""ILMN_1651456""",6.438857455693355,6.487622071408234,0.0487646157148793,0.2794516936507676,0.802374467280382,Not Significant,ILMN_1651456,ILMN_1651456,Sonda Illumina
"""ILMN_1651457""",6.708889732961666,6.638574464796318,-0.0703152681653476,0.3790940053086432,0.85159234667973,Not Significant,ILMN_1651457,ILMN_1651457,Sonda Illumina
"""ILMN_1651464""",6.850216871920431,6.779553594418067,-0.0706632775023639,0.5032609053661217,0.9006047655344525,Not Significant,ILMN_1651464,ILMN_1651464,Sonda Illumina
"""ILMN_1651466""",6.620025555189947,6.633549259306024,0.0135237041160767,0.8919749472118488,0.9864438515227292,Not Significant,ILMN_1651466,ILMN_1651466,Sonda Illumina
"""ILMN_1651470""",6.644888994771034,6.626672579121035,-0.0182164156499995,0.8063151818349915,0.9714372178474756,Not Significant,ILMN_1651470,ILMN_1651470,Sonda Illumina
"""ILMN_1651477""",6.539113759377895,6.528669171869135,-0.0104445875087604,0.9262263723309782,0.9906433246925488,Not Significant,ILMN_1651477,ILMN_1651477,Sonda Illumina
"""ILMN_1651486""",6.717824153434743,6.688591627283591,-0.0292325261511523,0.7930331280582763,0.9687304209918188,Not Significant,ILMN_1651486,ILMN_1651486,Sonda Illumina
"""ILMN_1651488""",6.762942027226911,6.870836511810509,0.107894484583598,0.2819652841805198,0.8039331935112599,Not Significant,ILMN_1651488,ILMN_1651488,Sonda Illumina
"""ILMN_1651490""",6.703733479712833,6.869145145647279,0.165411665934446,0.0335875996381827,0.4567554914117033,Not Significant,ILMN_1651490,ILMN_1651490,Sonda Illumina
"""ILMN_1651492""",6.755085944385985,6.778991847949493,0.0239059035635085,0.7669922218778416,0.9627569207155594,Not Significant,ILMN_1651492,ILMN_1651492,Sonda Illumina
