gene_symbol,mean_control,mean_influenza,log2_fold_change,p_value,fdr,status
"""ILMN_1651582""",6.695668495076333,6.6467827693569435,-0.04888572571938976,0.6758376138506843,0.9441468751486953,Not Significant
"""ILMN_1651584""",6.650523370207726,6.70552510009752,0.05500172988979379,0.3821858995016709,0.8527491633565404,Not Significant
"""ILMN_1651597""",6.455215546226151,6.493392185550372,0.03817663932422022,0.6878255744452102,0.9472312986874518,Not Significant
"""ILMN_1651599""",6.8473087755906805,6.841452974268253,-0.005855801322427467,0.9387581940539143,0.9923858226351108,Not Significant
"""ILMN_1651604""",6.839947883137919,6.7352184232428955,-0.10472945989502325,0.36307931119139425,0.843375608434172,Not Significant
"""ILMN_1651606""",6.807417503859972,6.768901070224348,-0.03851643363562385,0.6766684892807086,0.9442491121554779,Not Significant
"""ILMN_1651608""",6.824992822282704,6.807098461167198,-0.017894361115506463,0.8685495341173104,0.9821878436162416,Not Significant
"""ILMN_1651609""",6.79669795629587,6.759184819276918,-0.037513137018952314,0.604480237752931,0.9253390876754806,Not Significant
"""ILMN_1651610""",7.323893090896251,7.1345306862921944,-0.18936240460405696,0.4073137438748371,0.8648227866572499,Not Significant
"""ILMN_1651617""",7.102371196432857,7.212782072040182,0.11041087560732432,0.5160328921412323,0.9035167086912667,Not Significant
"""ILMN_1651624""",6.576459426840172,6.550156165577536,-0.026303261262635935,0.6809985536553989,0.9455494791163938,Not Significant
"""ILMN_1651628""",8.157453285317038,8.242927106109203,0.08547382079216526,0.6048437440537582,0.9254745029784961,Not Significant
"""ILMN_1651636""",6.888303666432684,6.906108066316383,0.017804399883699418,0.8299581284036346,0.9755671278656294,Not Significant
"""ILMN_1651637""",6.700617280617296,6.73284331465081,0.03222603403351432,0.6290409758211473,0.9310707143671356,Not Significant
"""ILMN_1651641""",6.497524569702456,6.54122680096919,0.04370223126673345,0.5980717620771918,0.9237726450111545,Not Significant
"""ILMN_1651642""",7.6303913064905275,7.431740118327307,-0.19865118816322092,0.18629481298450365,0.7345156511614479,Not Significant
"""ILMN_1651643""",6.80391042900717,6.740441804785723,-0.06346862422144728,0.5687756419625085,0.9160548244695156,Not Significant
"""ILMN_1651652""",6.495859994229481,6.516460735867554,0.020600741638072684,0.7511862079929612,0.9599195291252893,Not Significant
"""ILMN_1651656""",6.401160441226399,6.436393491493114,0.035233050266714194,0.6094719386844842,0.9264265263109461,Not Significant
"""ILMN_1651657""",6.686292344422517,6.600802562456765,-0.08548978196575163,0.49197355268916065,0.8976809981170945,Not Significant
"""ILMN_1651660""",6.7158733992511355,6.775144592384768,0.059271193133632494,0.44987505417261,0.8797113366080116,Not Significant
"""ILMN_1651662""",6.660300740642384,6.513369517696276,-0.14693122294610816,0.03099632579780835,0.4464805309439189,Not Significant
"""ILMN_1651664""",6.737743354017297,6.847214551175543,0.10947119715824538,0.19487697846890173,0.7423742954537834,Not Significant
"""ILMN_1651672""",6.8659739406490985,6.766063172989351,-0.09991076765974771,0.4676285766455809,0.8873049048913342,Not Significant
"""ILMN_1651680""",13.455719333386876,13.718653935966149,0.26293460257927315,0.08653620316266554,0.6132045028242731,Not Significant
"""ILMN_1651681""",6.770199503639333,6.719660544534288,-0.05053895910504469,0.5889474597227079,0.9216785673838928,Not Significant
"""ILMN_1651684""",7.484944453556954,7.118549761633131,-0.3663946919238237,0.017086035778588013,0.36919100414546274,Not Significant
"""ILMN_1651685""",6.567851098248097,6.685278637342451,0.11742753909435422,0.14552410036100902,0.6960826799942694,Not Significant
"""ILMN_1651690""",6.751350261196768,6.732167358947803,-0.019182902248965128,0.7819695768888492,0.9663758799546489,Not Significant
"""ILMN_1651692""",7.683237055998632,7.696005139773024,0.012768083774392203,0.9365454744017212,0.9921482100374722,Not Significant
"""ILMN_1651693""",6.9031468387662756,6.859016771256018,-0.04413006751025783,0.6016733791998509,0.9245587263229792,Not Significant
"""ILMN_1651699""",6.664551238263295,6.703371688115068,0.03882044985177302,0.49662908507489467,0.8987220981601318,Not Significant
"""ILMN_1651705""",9.05565784576975,8.263171093940993,-0.7924867518287559,0.06251353601731789,0.5565218529646304,Not Significant
"""ILMN_1651708""",6.765134096240797,6.870940819851529,0.10580672361073162,0.03990389788646998,0.4850481253238238,Not Significant
"""ILMN_1651710""",6.705854705889642,6.475457045474641,-0.23039766041500087,0.129941533393726,0.6774970583654152,Not Significant
"""ILMN_1651711""",6.751688984328882,6.739100059537978,-0.012588924790904343,0.9121684079952176,0.9892924269401495,Not Significant
"""ILMN_1651712""",6.943884921354849,6.930612960930003,-0.013271960424845908,0.8955895884257348,0.9868125402796996,Not Significant
"""ILMN_1651715""",6.6349744611210895,6.693360847424806,0.05838638630371662,0.6304909426204739,0.9317506888851615,Not Significant
"""ILMN_1651717""",6.67649103722631,6.666518752283826,-0.009972284942484144,0.9116913189914508,0.9892924269401495,Not Significant
"""ILMN_1651719""",8.597276861437635,8.227887151411558,-0.369389710026077,0.0940507594362036,0.6284060841644924,Not Significant
"""ILMN_1651727""",6.596930425019823,6.553111252072947,-0.04381917294687643,0.5430669867301201,0.9093907384923746,Not Significant
"""ILMN_1651735""",9.68570817984737,9.114162498141747,-0.5715456817056239,0.02569107228842401,0.4191735493607364,Not Significant
"""ILMN_1651737""",6.585956380539986,6.588074646705783,0.0021182661657972446,0.9760991276937168,0.9978534801469338,Not Significant
"""ILMN_1651741""",6.737512708541995,6.87846624851436,0.14095353997236515,0.1126330680306853,0.6565544976940206,Not Significant
"""ILMN_1651745""",6.8727636624375945,6.791103591814357,-0.08166007062323732,0.179879052972675,0.7292569025919222,Not Significant
"""ILMN_1651752""",7.999486495442186,8.487371064517239,0.48788456907505307,0.2544649441167515,0.789898865173375,Not Significant
"""ILMN_1651758""",6.751508770798057,6.788700828635291,0.03719205783723378,0.5859297107575305,0.920433919655051,Not Significant
"""ILMN_1651760""",6.703498170411413,6.6148475472909976,-0.08865062312041516,0.2133440150458708,0.7607317386948422,Not Significant
"""ILMN_1651763""",6.514535681049216,6.541132305775443,0.026596624726227702,0.7078610812571179,0.9516336462667246,Not Significant
"""ILMN_1651767""",7.648222788542057,7.719054922799347,0.07083213425728996,0.5942563462557847,0.9232180146891344,Not Significant
"""ILMN_1651769""",7.070132907836883,7.076466817555321,0.006333909718438058,0.9612306343089962,0.9956188275674386,Not Significant
"""ILMN_1651771""",6.702951497260986,6.7720417397957915,0.06909024253480567,0.5101303876583283,0.9026146230512584,Not Significant
"""ILMN_1651776""",8.10551357425394,7.444888347749594,-0.6606252265043464,0.018088721179567325,0.3744008544704004,Not Significant
